Predicted AQI,Actuals
130.8125866879711,122.39916666666666
284.2731761577219,302.5558823529412
67.61950975791032,67.14399999999999
158.53766772569043,164.23083333333332
99.387285810243,104.42846153846153
38.46611613550989,33.54416666666666
314.0797613533364,329.0917647058823
37.87040888876834,36.36727272727273
147.0051399715612,140.40166666666667
49.3321967234577,48.57333333333333
89.21559879888291,89.74666666666667
40.440526401690974,36.75533333333333
79.7887757083529,77.15599999999999
63.136859089012496,62.71
167.47197738433306,166.2225
155.21245300876865,147.32750000000001
182.08484098118095,128.38
169.36968731072653,161.42642857142854
62.701230092770594,66.48666666666666
196.19701892630673,209.6561538461538
149.19120555131872,156.4
297.54672573414393,300.53588235294114
169.11598726868493,159.92277777777778
264.102686179292,247.115
134.77979124121066,124.804
62.456053426176574,76.995
43.45700144812256,43.800666666666665
227.53646922534875,234.48
137.1533817682629,134.77416666666667
107.56329341269146,101.86833333333334
133.58238406876194,87.29533333333333
130.57531294409526,132.7981818181818
43.1948296742612,40.61
226.03213593599145,249.11750000000004
112.92077623444536,108.15666666666667
57.02653381371763,46.55307692307693
164.76794941351028,160.5184615384615
38.04564416525213,35.36
126.37928949227869,115.73555555555555
129.22969731644656,104.13799999999999
205.61858613825035,219.9007142857143
206.12486456903116,239.81125
67.34521735202284,69.95454545454545
179.77665958742068,173.75529411764705
36.74485320287148,32.53875
50.37750256484299,52.17875
76.14369042203325,72.285
112.59358603393447,108.622
128.92042029345754,124.66900000000001
35.33364971135605,32.11
44.58145140165606,46.528
98.45069908985853,102.36357142857142
70.87044095169585,75.05583333333333
41.762644025565194,37.33111111111111
157.9906431922493,155.65214285714288
27.690775824321364,26.287333333333333
40.6936730441853,39.903
87.10317727897785,90.695
117.36617343533736,119.24285714285715
49.3295313275933,51.06666666666666
109.1015852115339,99.7664705882353
49.34462984315299,50.72769230769231
63.26764957365705,61.695454545454545
40.64154716081842,39.66125
48.81867344338025,44.36615384615384
192.6380560481432,195.86588235294116
173.05814982838166,181.48499999999999
275.22326272993996,261.0963636363636
41.43198518173845,41.68666666666667
50.52874351003714,47.727999999999994
37.919121559909264,36.77466666666667
46.99037293276241,51.230526315789476
49.76165251210102,45.27
93.27804244850856,97.91333333333334
170.29807823761064,162.56733333333335
252.67611419810947,278.268
140.28062404520657,130.69266666666667
54.52037477394812,53.08833333333333
321.58882881246245,319.1816666666667
141.98559019125605,135.96785714285713
67.44458974727607,67.04222222222222
55.88982526073728,50.120769230769234
148.61889054280925,133.96214285714285
31.109923442902883,24.753333333333334
123.71185933242369,122.00636363636363
36.786387209989556,33.35944444444445
79.15516767591475,75.97625
37.15011368618214,34.63
45.10511007307905,44.68066666666667
100.0397628731228,104.09571428571428
178.80418070436292,156.65
57.55300031850789,54.440000000000005
39.33187796762772,33.4325
64.89658225894566,59.65916666666667
97.18418559608001,99.68833333333333
84.70554265235656,78.925
63.720689708271735,70.811875
202.4279612380729,200.21764705882356
150.30108759882881,138.61642857142857
64.23855593186153,69.06933333333333
120.70676624370805,120.66666666666667
179.66087368718297,184.74428571428572
58.95866785212259,56.25600000000001
121.02173521015915,123.715
299.38912459047503,305.4423076923077
152.60245073703084,134.7325
60.80058421810212,57.21
202.67710100901803,192.86333333333334
267.3889233596577,307.61625
219.45446121763405,209.89823529411765
119.58721981999089,119.09142857142857
103.9217879491972,103.14615384615384
115.4068991212711,112.54533333333333
192.89874905816015,190.31333333333333
39.87028476999072,43.21062500000001
41.976947269787516,40.387
407.95886723124715,458.84722222222223
83.4050027030498,82.13875
47.88599007442289,47.62714285714286
120.24307804758685,127.09
312.11161492308116,317.801875
290.34193366541547,245.70222222222225
62.07960864138579,62.3725
43.20774243762036,45.103125
236.32086589211315,231.2041176470588
48.22943781787984,60.42333333333333
76.22465779450974,84.863125
38.9760462543411,34.24375
174.33181232943093,172.93583333333333
48.98824390358912,51.51357142857143
56.43402623926117,58.521875
115.36959355408983,101.732
94.38211869887701,98.086875
70.91486738610817,68.63125
56.58678814025472,58.228125
132.86302894937626,125.57533333333335
88.57222413770202,75.23285714285714
58.303335393912505,65.51666666666667
150.91602636898378,142.111875
101.2290085498434,101.94636363636364
57.71726416203497,57.11214285714285
147.16203505953632,137.605
78.46219851415196,78.63384615384615
66.80265225386076,67.34533333333333
353.2490586406346,425.8721052631579
42.53586520767605,38.64666666666667
52.20135766506621,49.137857142857136
94.7893805635926,95.016875
96.82210849929136,92.28615384615385
55.35137386980435,55.98100000000001
74.15824876512539,78.48875
107.14397104763171,106.41000000000001
159.5272206259989,164.54166666666666
99.48100033795599,105.508
19.879912909482858,10.98
89.9355220835336,89.25583333333333
46.08528828228573,48.219375
123.73133451877979,116.74916666666667
109.23692756057817,105.91100000000002
285.58503222025826,290.2714285714286
94.2900607801649,95.916
226.65777326650885,245.21083333333334
67.20620771889153,63.97571428571428
220.62379164879877,227.29333333333335
442.94239272570263,481.0344444444444
136.55891583784782,120.0688888888889
144.06941041424537,133.64615384615385
274.5192952345832,281.2592307692308
40.43049648282247,35.56166666666667
126.63244713122366,130.81363636363636
35.08184011330236,31.756428571428568
43.44359938100378,42.836875
99.48436403265838,106.94416666666666
63.137977038760404,64.41900000000001
126.43409333575123,129.356
117.89089860254141,122.9090909090909
42.359597751647264,37.239285714285714
195.83313697469924,191.6
31.38287696614204,28.040000000000003
163.73863829819658,165.40266666666668
58.570363160595164,60.37461538461538
41.637975457883314,36.24785714285714
128.9255569784463,125.197
77.93869393908896,86.07000000000001
130.14604096704784,123.34666666666666
44.8013063715623,44.27583333333333
112.19494713206672,111.191875
51.253923557363045,49.62083333333334
95.14433510993807,94.62166666666667
41.23359438869819,36.67111111111112
36.305598053895515,39.17846153846154
130.87117738669997,126.88071428571428
118.44961194290485,113.718
54.33853090078742,56.529411764705884
66.80980238189083,67.77055555555556
101.37036066109508,99.755
91.32000817722911,87.994
267.7531480920773,258.0263636363636
200.04500230191974,188.969
281.53735356806254,276.251875
137.99556499392773,132.43166666666667
72.80802627745126,74.44307692307692
161.9026577255164,153.23642857142858
66.89311096455678,68.13166666666667
103.2012834698971,132.38923076923078
39.63197237365574,38.709999999999994
73.18570920331496,66.576
27.603147738474618,22.295833333333334
290.93936128235987,276.1092857142857
193.91858081438386,206.86166666666668
35.05038008347361,34.065555555555555
40.32621459493783,34.542
68.08406627891573,66.872
190.6049625010138,187.58833333333334
213.0292217209897,212.6609090909091
29.854296456745793,26.05875
99.21611896091075,101.85444444444445
46.0018517422345,50.12571428571429
62.47063573972909,53.51733333333333
59.88365974573003,57.37882352941177
128.63235344163812,124.70375
241.5650767802976,249.87
185.19844239590918,189.355
44.69189528312027,47.058181818181815
50.700229543154464,48.940000000000005
104.61465350794235,103.07222222222224
32.70065080288206,29.570555555555554
99.08380713491809,96.43285714285715
179.98124069803544,169.98285714285717
59.37626866717454,60.17
119.03993945637669,122.005
64.31602754805706,60.49307692307692
137.52111340761627,134.69
110.57305165449702,113.326875
89.24326218026998,99.94866666666667
97.24658931994271,106.25538461538461
171.99020829434568,158.099
238.4564507759112,269.68416666666667
123.9496155064176,122.46461538461539
