Predicted AQI,Actuals
12.3433485,12.665
12.412215,12.83
12.497697,11.71
12.341937,10.98
12.206552,10.675
12.230663,10.455
12.141969,10.48
12.1867075,10.8
12.32508,11.425
12.456668,10.684999999999999
12.418401,10.415
12.385706,11.254999999999999
12.498168,11.01
12.521201,10.84
12.564249,11.58
12.628877,9.59
12.376185,9.885
12.378136,10.1
12.423362,9.26
12.342364,9.64
12.334058,10.05
12.439317,11.08
12.639375,10.34
12.490088,10.51
12.57566,10.84
12.650214,11.465
12.750241,10.11
12.570802,10.879999999999999
12.679714,11.004999999999999
12.798123,10.02
12.668258,10.780000000000001
12.711215,10.315
12.661494,11.09
12.840196,11.75
12.991754,11.59
12.970896,10.965
12.878278,10.34
12.76863,10.225
12.677653,10.756666666666666
12.827439,10.57
12.800691,10.85
12.879104,10.43
12.824206,13.08
13.252631,10.675
12.95283,12.335
13.172652,13.665
13.48007,12.665
13.38818,11.425
13.14446,11.545
13.09952,11.594999999999999
13.083278,11.504999999999999
13.060796,12.754999999999999
13.28317,10.504999999999999
12.979939,11.395
13.010325,11.58
12.993677,11.04
12.872504,11.945
13.151969,11.62
13.058744,11.504999999999999
13.09752,11.254999999999999
13.105931,11.593333333333334
13.12057,12.195
13.248981,11.335
13.160591,12.86
13.430848,11.97
13.214512,12.280000000000001
13.258203,11.84
13.279991,11.504999999999999
13.1606,12.004999999999999
13.29141,13.08
13.513347,11.74
13.206225,12.686666666666667
13.295016,11.97
13.3039665,12.905
13.311184,13.42
13.586951,12.555
13.453973,12.395
13.401044,12.32
13.325929,12.67
13.409843,12.7214
13.333997,12.7728
13.236197,12.8242
13.13776,12.8756
13.0406,12.927
12.946349,12.9784
12.854001,13.0298
12.763562,13.0812
12.675026,13.1326
12.588415,13.184
12.50372,13.2354
12.420957,13.2868
12.340125,13.3382
12.261245,13.3896
12.184307,13.441
12.109332,13.4924
12.036322,13.543800000000001
11.965293,13.5952
11.896244,13.6466
11.82919,13.698
11.764153,13.7494
11.701137,13.8008
11.640143,13.8522
11.58121,13.9036
11.524329,13.955
11.4695215,13.485
11.437435,13.485
11.451854,13.25
11.563802,13.603333333333333
11.665703,14.305
11.902547,12.809999999999999
11.870763,12.785
11.905492,12.435
11.934684,11.620000000000001
11.91134,11.62
11.989724,12.195
12.248868,12.1975
12.318138,12.2
12.352468,12.905000000000001
12.460427,12.205
12.508027,12.99
12.736184,13.6
12.890869,12.75
12.760721,11.969999999999999
12.611407,11.83
12.656835,12.094999999999999
12.809298,11.74
